1655,132474.0497,397223.8450,1054.2379,875,0,139,0,40,0,0
47,131431.1430,411449.9448,49773.1786,46350,0,0,0,3389,35,0
784,132412.1125,405342.2658,10924.6246,5784,316,0,0,0,0,4824
264,131815.1915,409970.2847,3658.4580,34,0,0,8,3616,0,0
1427,132689.5435,399447.9659,526.4940,0,0,0,0,526,0,0
1577,132446.4905,397988.4961,855.9902,809,0,47,0,0,0,0
1188,133053.8881,401514.8953,148.7483,145,0,0,0,0,3,0
1165,133058.7589,401744.7368,3544.4593,977,0,0,4,0,1760,803
1436,132672.7954,399359.5789,25552.2067,2345,0,1118,0,21871,0,217
204,131572.5598,410399.5700,2721.9688,1610,0,105,0,952,55,0
1161,133059.3435,401784.7147,26303.6980,12795,0,0,7580,0,366,5563
1055,133006.6959,402835.1838,7049.4191,4774,0,1,0,0,750,1524
1470,132627.3836,399023.1020,2077.2262,39,0,51,0,1987,0,0
119,131661.9187,411123.5931,1417.9837,1310,0,41,0,66,0,0
1486,132591.2094,398867.6041,3465.9602,1234,0,625,12,1594,0,0
276,131829.0858,409869.2374,4050.4535,1961,0,0,19,2070,0,0
885,132492.6207,404337.0686,23337.7321,2084,0,121,0,1,19275,1856
1548,132435.9230,398272.4898,387.4956,387,0,0,0,0,0,0
1581,132457.0458,397949.9325,1026.4882,705,0,321,0,0,0,0
1380,132780.8990,399905.7880,5599.9357,0,0,0,0,5600,0,0
846,132463.2042,404725.5900,10553.3788,7076,0,298,0,0,0,3179
818,132448.1240,405004.8674,10996.3738,6566,0,0,0,0,0,4430
1704,132950.5954,397110.9822,812.7407,788,0,0,0,0,5,19
113,131654.7091,411183.0965,1155.9867,578,0,19,0,558,0,0
258,131799.2800,410027.9321,3620.2084,45,0,0,16,3559,0,0
662,132029.3749,406497.5376,8523.6521,292,0,68,0,0,7446,717
649,131992.8698,406621.0896,6018.1809,972,0,1238,0,0,3192,615
337,131571.1990,409560.5657,19998.5204,17402,0,1390,0,1207,0,0
103,131628.9792,411277.8278,8217.9057,3210,0,1177,0,3798,33,0
230,131729.8241,410296.3911,2399.4725,158,0,68,0,2174,0,0
290,131714.0262,409893.3868,5389.6881,4627,0,0,0,516,246,0
1,131392.9562,411702.2989,4412.4493,1884,0,0,0,2528,0,0
534,131861.5350,407754.9984,1816.4791,470,0,17,0,0,1329,0
1683,132746.8059,397161.1574,926.4894,721,0,0,0,0,1,205
1364,132804.9249,400063.7849,244.4972,0,0,0,0,244,0,0
1415,132726.3738,399560.3766,627.4928,0,0,7,0,620,0,0
1263,132825.7465,400976.5094,4231.2014,369,0,0,0,0,1901,1961
148,131687.2241,410834.8554,1646.4811,1600,0,24,0,22,0,0
411,131877.0161,408979.5056,11780.6148,286,0,56,0,0,11438,0
1070,133041.5489,402689.3826,8211.9057,6202,0,2,0,0,707,1300
311,131608.0382,409766.3135,17576.2982,8734,0,7260,21,1559,1,0
129,131671.6650,411024.1144,957.4890,892,0,22,0,43,0,0
504,131902.7892,408051.3676,1708.4804,904,0,0,0,0,805,0
1359,132789.8878,400103.4718,1576.7319,0,0,0,0,1577,0,0
1607,132488.7209,397693.3172,731.7416,732,0,0,0,0,0,0
88,131511.8719,411309.5330,6569.9246,4716,0,0,1,1850,2,0
1462,132640.8291,399101.9253,3508.7097,164,0,238,0,3106,0,0
132,131674.6964,410994.2814,1543.7323,1484,0,19,0,40,0,0
463,131901.4061,408460.3366,18620.2862,4038,0,41,0,40,14501,0
1292,132850.5232,400690.5287,966.7389,295,0,0,0,0,296,375
1392,132761.9906,399787.3510,966.7389,2,0,5,0,945,9,5
1696,132873.2781,397131.3801,1060.4878,849,0,0,0,0,28,183
1318,132848.2269,400430.8147,9360.6425,815,0,0,0,0,8067,478
584,131885.5575,407260.3618,5574.6860,3100,0,34,0,125,2019,296
63,131587.0327,411418.2587,271.2469,271,0,0,0,0,0,0
699,132151.5584,406150.2544,2499.4713,1289,0,0,0,0,793,418
757,132329.3441,405598.9050,3538.7094,2073,0,0,0,0,0,1466
1205,133047.4380,401345.1019,40.2495,27,0,0,0,0,13,0
574,131868.7490,407358.8798,1221.7360,112,0,0,0,1102,8,0
429,131884.6625,408799.7509,4821.9446,819,0,0,0,0,4002,0
1401,132745.5242,399698.9129,259.4970,0,0,0,0,259,0,0
296,131654.2304,409897.9958,8829.1486,8283,0,0,0,495,51,0
676,132088.2669,406371.2678,35.4996,19,0,0,0,0,13,3
240,131758.7439,410202.2429,7696.9116,3765,0,1,53,3877,0,0
1244,132830.2680,401151.4178,24.9997,25,0,0,0,0,0,0
664,132038.1345,406479.6058,4958.1931,1354,0,570,0,0,2620,415
864,132474.7073,404546.0657,2190.7249,1477,0,221,0,54,0,438
877,132483.0124,404416.4238,14036.5889,2903,0,0,0,0,9702,1432
400,131871.9111,409089.3379,85.4990,43,0,0,0,0,42,0
221,131711.5643,410383.2087,11656.8662,5919,0,968,349,4050,370,0
1431,132682.0999,399408.6828,12600.8553,1173,0,461,0,10847,0,120
1539,132470.2036,398355.6555,460.9947,446,0,15,0,0,0,0
1670,132619.9840,397189.4502,2787.4680,2322,0,388,0,77,0,0
596,131915.4512,407144.3089,111.2487,9,0,102,0,0,0,0
778,132396.8997,405400.2010,3053.4649,2013,0,0,0,0,0,1040
1145,133064.7891,401944.5254,12424.6074,5684,0,0,4020,0,215,2506
1110,133089.9309,402293.1473,8904.1478,6034,0,0,0,0,45,2824
1585,132467.5184,397911.3463,471.9946,472,0,0,0,0,0,0
915,132534.9205,404040.5653,10162.8833,2591,0,25,0,0,6531,1016
352,131713.5162,409519.1730,20009.2703,17945,0,1239,4,821,0,0
1383,132776.1366,399876.1846,17135.5533,1181,0,1265,0,14036,111,543
1676,132678.4521,397176.1037,12762.6035,9854,0,1387,0,1521,0,0
250,131782.9960,410106.1621,4080.2032,410,0,0,19,3650,0,0
1454,132653.2238,399180.8442,150.4983,0,0,0,0,150,0,0
1179,133056.0488,401604.8288,985.9887,382,0,0,341,0,223,40
576,131872.3879,407339.2342,1344.7346,114,0,0,0,1132,98,0
1639,132456.5645,397375.7745,619.2429,282,0,0,0,337,0,0
1148,133063.2564,401914.5780,21750.2503,11228,0,0,6179,0,334,4009
523,131869.4133,407864.5703,7819.1602,2538,0,794,0,0,4487,0
272,131848.8637,409897.7556,4673.4463,13,0,0,0,4660,0,0
1340,132737.2749,400255.6501,1530.9824,765,0,126,0,0,636,4
291,131704.0602,409894.1550,3683.9577,3362,0,0,0,169,153,0
878,132483.8688,404406.4650,14723.5810,2553,0,0,0,0,10707,1463
1403,132742.2847,399679.1861,1486.4829,71,0,453,0,962,0,0
19,131504.8718,411635.1908,4272.4510,0,0,0,0,4272,0,0
1504,132538.9017,398696.6873,2357.9729,2353,0,0,3,1,0,0
376,131809.1033,409318.8064,3110.7143,2553,0,0,0,446,111,0
986,132770.9479,403482.4860,5098.4415,4912,0,2,0,0,0,184
1624,132480.1688,397523.7716,1227.2359,1227,0,0,0,0,0,0
943,132510.5118,403765.0162,62107.2870,19916,0,74,0,149,38922,3045
1601,132487.9233,397753.2851,1435.9835,1436,0,0,0,0,0,0
1703,132940.9065,397113.4348,889.9898,807,0,0,0,0,13,70
494,131912.1517,408150.7247,2899.2167,564,0,0,0,0,2335,0
1578,132449.1479,397978.8603,876.4899,876,0,0,0,0,0,0
506,131900.2318,408031.5408,5499.9369,2123,0,1,0,0,3376,0
1363,132805.9890,400073.7236,213.7475,0,0,0,0,214,0,0
284,131765.4213,409863.7606,4078.4532,2520,0,0,0,1558,0,0
58,131539.5605,411433.8844,23012.7358,22375,0,0,0,546,91,0
36,131510.1301,411466.7352,20933.5097,12236,0,0,0,8697,0,0
897,132511.0441,404218.5520,13609.8438,1522,0,0,0,0,10250,1838
641,131986.4466,406700.7942,1764.4797,693,0,635,0,0,226,210
385,131824.5115,409230.9464,2012.4769,1762,0,0,0,250,0,0
1020,132898.9805,403167.7626,44062.7442,10962,0,22,0,3,30424,2652
712,132187.7228,406025.4464,1763.2298,964,0,0,0,0,551,247
748,132299.1458,405683.6449,2498.4713,1653,0,0,0,0,0,845
163,131700.2749,410685.4939,1762.2298,1698,0,24,0,39,0,0
1142,133066.6133,401974.4548,16100.0652,8636,0,0,4188,0,317,2958
917,132539.1863,404021.0347,12001.1122,2961,0,41,0,1,7578,1420
994,132802.9875,403409.2211,8635.4009,7686,0,1,0,0,26,923
225,131725.4101,410346.1735,1795.7294,240,0,97,41,1417,0,0
